Sample_ID,Diagnosis,Gene,Expression
42,ALL,Gene_354,0.793507
42,ALL,Gene_366,0.24579
42,ALL,Gene_367,0.419079
42,ALL,Gene_482,0.763501
42,ALL,Gene_521,0.921011
42,ALL,Gene_588,0.657217
42,ALL,Gene_607,0.81685
42,ALL,Gene_646,0.275591
42,ALL,Gene_650,0.160405
42,ALL,Gene_781,0.079679
42,ALL,Gene_816,0.867173
42,ALL,Gene_818,0.477281
42,ALL,Gene_84,0.075005
42,ALL,Gene_850,0.893394
42,ALL,Gene_916,0.722752
42,ALL,Gene_969,0.598372
43,ALL,Gene_149,0.084709
43,ALL,Gene_187,0.233124
43,ALL,Gene_244,0.700853
43,ALL,Gene_285,0.581441
43,ALL,Gene_354,0.392488
43,ALL,Gene_366,0.078639
43,ALL,Gene_367,0.675659
43,ALL,Gene_482,0.700393
43,ALL,Gene_521,0.866407
43,ALL,Gene_588,0.252169
43,ALL,Gene_607,0.428143
43,ALL,Gene_646,0.677464
43,ALL,Gene_650,0.634813
43,ALL,Gene_781,0.87768
43,ALL,Gene_816,0.411747
43,ALL,Gene_818,0.615313
43,ALL,Gene_84,0.796412
43,ALL,Gene_850,0.27803
43,ALL,Gene_916,0.61346
43,ALL,Gene_969,0.563474
44,AML,Gene_149,0.384402
44,AML,Gene_187,0.620833
44,AML,Gene_244,0.071142
44,AML,Gene_285,0.582873
44,AML,Gene_354,0.89419
44,AML,Gene_366,0.268116
44,AML,Gene_367,0.943111
44,AML,Gene_482,0.738591
44,AML,Gene_521,0.028041
44,AML,Gene_588,0.0
44,AML,Gene_607,0.405817
44,AML,Gene_646,0.456852
44,AML,Gene_650,0.463221
44,AML,Gene_781,0.643541
44,AML,Gene_816,0.994222
44,AML,Gene_818,0.575368
44,AML,Gene_84,0.215876
44,AML,Gene_850,0.236391
44,AML,Gene_916,0.594015
44,AML,Gene_969,0.666412
45,ALL,Gene_149,0.884621
45,ALL,Gene_187,0.683966
45,ALL,Gene_244,0.732933
45,ALL,Gene_285,0.768863
45,ALL,Gene_354,0.752162
45,ALL,Gene_366,0.844738
45,ALL,Gene_367,0.309854
45,ALL,Gene_482,0.875504
45,ALL,Gene_521,0.5966
45,ALL,Gene_588,0.291471
45,ALL,Gene_607,0.165913
45,ALL,Gene_646,0.617527
45,ALL,Gene_650,0.314562
45,ALL,Gene_781,0.851273
45,ALL,Gene_816,0.669353
45,ALL,Gene_818,0.13542
45,ALL,Gene_84,0.669101
45,ALL,Gene_850,0.044036
45,ALL,Gene_916,0.165146
45,ALL,Gene_969,0.559905
46,Healthy,Gene_149,0.582067
46,Healthy,Gene_187,0.290158
46,Healthy,Gene_244,0.991758
46,Healthy,Gene_285,0.773819
46,Healthy,Gene_354,0.882684
46,Healthy,Gene_366,0.034488
46,Healthy,Gene_367,0.730109
46,Healthy,Gene_482,0.426643
46,Healthy,Gene_521,0.814274
46,Healthy,Gene_588,0.971079
46,Healthy,Gene_607,0.766507
46,Healthy,Gene_646,0.509753
46,Healthy,Gene_650,0.783122
46,Healthy,Gene_781,0.20851
46,Healthy,Gene_816,0.853359
46,Healthy,Gene_818,0.941457
46,Healthy,Gene_84,0.787496
46,Healthy,Gene_850,0.632741
46,Healthy,Gene_916,0.30601
46,Healthy,Gene_969,0.364878
47,ALL,Gene_149,0.628105
47,ALL,Gene_187,0.966326
47,ALL,Gene_244,0.357495
47,ALL,Gene_285,0.472963
47,ALL,Gene_354,0.959022
47,ALL,Gene_366,0.257387
47,ALL,Gene_367,0.636746
47,ALL,Gene_482,0.360594
47,ALL,Gene_521,0.748546
47,ALL,Gene_588,0.385132
47,ALL,Gene_607,0.257033
47,ALL,Gene_646,0.046486
47,ALL,Gene_650,0.720318
47,ALL,Gene_781,0.472852
47,ALL,Gene_816,0.274491
47,ALL,Gene_818,0.516017
47,ALL,Gene_84,0.651094
47,ALL,Gene_850,0.624229
47,ALL,Gene_916,0.81654
47,ALL,Gene_969,0.309771
48,ALL,Gene_149,0.652117
48,ALL,Gene_187,0.096514
48,ALL,Gene_244,0.531391
48,ALL,Gene_285,0.219683
48,ALL,Gene_354,0.149666
48,ALL,Gene_366,0.096322
48,ALL,Gene_367,0.224545
48,ALL,Gene_482,0.648949
48,ALL,Gene_521,0.955541
48,ALL,Gene_588,0.149097
48,ALL,Gene_607,0.299392
48,ALL,Gene_646,0.498397
48,ALL,Gene_650,0.630961
48,ALL,Gene_781,0.819076
48,ALL,Gene_816,0.130846
48,ALL,Gene_818,0.390563
48,ALL,Gene_84,0.954576
48,ALL,Gene_850,0.728507
48,ALL,Gene_916,0.052502
48,ALL,Gene_969,0.0
49,Healthy,Gene_149,0.200845
49,Healthy,Gene_187,0.667981
49,Healthy,Gene_244,0.386434
49,Healthy,Gene_285,0.328757
49,Healthy,Gene_354,0.340872
49,Healthy,Gene_366,0.398071
49,Healthy,Gene_367,0.789789
49,Healthy,Gene_482,0.841342
49,Healthy,Gene_521,0.866478
49,Healthy,Gene_588,0.472616
49,Healthy,Gene_607,0.401895
49,Healthy,Gene_646,0.364981
49,Healthy,Gene_650,0.003607
49,Healthy,Gene_781,0.035516
49,Healthy,Gene_816,0.854666
49,Healthy,Gene_818,0.256906
49,Healthy,Gene_84,0.718729
49,Healthy,Gene_850,0.652236
49,Healthy,Gene_916,0.813338
49,Healthy,Gene_969,0.17557
50,AML,Gene_149,0.497358
50,AML,Gene_187,0.293053
50,AML,Gene_244,0.375083
50,AML,Gene_285,0.33958
50,AML,Gene_354,0.212483
50,AML,Gene_366,0.606324
50,AML,Gene_367,0.506341
50,AML,Gene_482,0.156252
50,AML,Gene_521,0.426648
50,AML,Gene_588,0.703163
50,AML,Gene_607,0.354649
50,AML,Gene_646,0.024132
50,AML,Gene_650,0.521496
50,AML,Gene_781,0.412603
50,AML,Gene_816,0.628896
50,AML,Gene_818,0.481669
50,AML,Gene_84,0.277446
50,AML,Gene_850,0.558369
50,AML,Gene_916,0.356294
50,AML,Gene_969,0.358965
51,ALL,Gene_149,0.390461
51,ALL,Gene_187,0.76852
51,ALL,Gene_244,0.71601
51,ALL,Gene_285,0.488587
51,ALL,Gene_354,0.974738
51,ALL,Gene_366,0.63667
51,ALL,Gene_367,0.184188
51,ALL,Gene_482,0.427012
51,ALL,Gene_521,0.24867
51,ALL,Gene_588,0.904398
51,ALL,Gene_607,0.225496
51,ALL,Gene_646,0.909679
51,ALL,Gene_650,0.679567
51,ALL,Gene_781,0.242197
51,ALL,Gene_816,0.442628
51,ALL,Gene_818,0.612503
51,ALL,Gene_84,0.111617
51,ALL,Gene_850,0.609183
51,ALL,Gene_916,0.993636
51,ALL,Gene_969,0.743234
52,Healthy,Gene_149,0.709608
52,Healthy,Gene_187,0.95485
52,Healthy,Gene_244,0.338103
52,Healthy,Gene_285,0.823623
52,Healthy,Gene_354,0.383342
52,Healthy,Gene_366,0.380945
52,Healthy,Gene_367,0.147857
52,Healthy,Gene_482,0.658177
52,Healthy,Gene_521,0.11104
52,Healthy,Gene_588,0.695118
52,Healthy,Gene_607,0.37127
52,Healthy,Gene_646,0.153399
52,Healthy,Gene_650,0.853039
52,Healthy,Gene_781,0.904249
52,Healthy,Gene_816,0.883534
52,Healthy,Gene_818,0.133235
52,Healthy,Gene_84,0.991613
52,Healthy,Gene_850,0.004291
52,Healthy,Gene_916,0.819272
52,Healthy,Gene_969,0.324172
53,ALL,Gene_149,0.212699
53,ALL,Gene_187,0.334421
53,ALL,Gene_244,0.506704
53,ALL,Gene_285,0.771625
53,ALL,Gene_354,0.702105
53,ALL,Gene_366,0.872383
53,ALL,Gene_367,0.219201
53,ALL,Gene_482,0.136041
53,ALL,Gene_521,0.347811
53,ALL,Gene_588,0.948725
53,ALL,Gene_607,0.15154
53,ALL,Gene_646,0.639359
53,ALL,Gene_650,0.280744
53,ALL,Gene_781,0.781823
53,ALL,Gene_816,0.954709
53,ALL,Gene_818,0.150994
53,ALL,Gene_84,0.564861
53,ALL,Gene_850,0.165423
53,ALL,Gene_916,0.874382
53,ALL,Gene_969,0.637785
54,ALL,Gene_149,0.207735
54,ALL,Gene_187,0.192594
54,ALL,Gene_244,0.047083
54,ALL,Gene_285,0.457464
54,ALL,Gene_354,0.612984
54,ALL,Gene_366,0.260854
54,ALL,Gene_367,0.265007
54,ALL,Gene_482,0.988391
54,ALL,Gene_521,0.332328
54,ALL,Gene_588,0.134336
54,ALL,Gene_607,0.674231
54,ALL,Gene_646,0.499134
54,ALL,Gene_650,0.689302
54,ALL,Gene_781,0.708955
54,ALL,Gene_816,0.700913
54,ALL,Gene_818,0.363622
54,ALL,Gene_84,0.861793
54,ALL,Gene_850,0.290462
54,ALL,Gene_916,0.419212
54,ALL,Gene_969,0.984117
55,AML,Gene_149,0.168262
55,AML,Gene_187,0.189784
55,AML,Gene_244,0.248851
55,AML,Gene_285,0.260371
55,AML,Gene_354,0.430825
55,AML,Gene_366,0.001081
55,AML,Gene_367,0.941129
55,AML,Gene_482,0.869361
55,AML,Gene_521,0.005734
55,AML,Gene_588,0.148507
55,AML,Gene_607,0.205626
55,AML,Gene_646,0.685475
55,AML,Gene_650,0.296267
55,AML,Gene_781,0.236991
55,AML,Gene_816,0.334493
55,AML,Gene_818,0.592527
55,AML,Gene_84,0.342294
55,AML,Gene_850,0.969434
55,AML,Gene_916,0.167142
55,AML,Gene_969,0.377736
56,AML,Gene_149,0.267128
56,AML,Gene_187,0.425476
56,AML,Gene_244,0.168366
56,AML,Gene_285,0.283292
56,AML,Gene_354,0.474942
56,AML,Gene_366,0.524646
56,AML,Gene_367,0.221433
56,AML,Gene_482,0.241191
56,AML,Gene_521,0.776952
56,AML,Gene_588,0.12486
56,AML,Gene_607,0.731696
56,AML,Gene_646,0.864483
56,AML,Gene_650,0.047584
56,AML,Gene_781,0.488219
56,AML,Gene_816,0.281499
56,AML,Gene_818,0.10265
56,AML,Gene_84,0.535598
56,AML,Gene_850,0.13775
56,AML,Gene_916,0.671141
56,AML,Gene_969,0.4388
57,AML,Gene_149,0.754099
57,AML,Gene_187,0.105023
57,AML,Gene_244,0.712576
57,AML,Gene_285,0.624427
57,AML,Gene_354,0.309732
57,AML,Gene_366,0.289147
57,AML,Gene_367,0.281081
57,AML,Gene_482,0.072124
57,AML,Gene_521,0.092765
57,AML,Gene_588,0.99844
57,AML,Gene_607,0.550148
57,AML,Gene_646,0.011392
57,AML,Gene_650,0.296314
57,AML,Gene_781,0.589309
57,AML,Gene_816,0.783814
57,AML,Gene_818,0.571077
57,AML,Gene_84,0.621583
57,AML,Gene_850,0.794424
57,AML,Gene_916,0.242047
57,AML,Gene_969,0.790885
58,ALL,Gene_149,0.992927
58,ALL,Gene_187,0.340684
58,ALL,Gene_244,0.500646
58,ALL,Gene_285,0.21427
58,ALL,Gene_354,0.242169
58,ALL,Gene_366,0.700893
58,ALL,Gene_367,0.231831
58,ALL,Gene_482,0.751674
58,ALL,Gene_521,0.129054
58,ALL,Gene_588,0.03652
58,ALL,Gene_607,0.386443
58,ALL,Gene_646,0.626748
58,ALL,Gene_650,0.704415
58,ALL,Gene_781,0.898918
58,ALL,Gene_816,0.440469
58,ALL,Gene_818,0.842744
58,ALL,Gene_84,0.291547
58,ALL,Gene_850,0.3105
58,ALL,Gene_916,0.394089
58,ALL,Gene_969,0.765784
59,Healthy,Gene_149,0.043173
59,Healthy,Gene_187,0.141891
59,Healthy,Gene_244,0.626424
59,Healthy,Gene_285,0.796134
59,Healthy,Gene_354,0.445996
59,Healthy,Gene_366,0.745928
59,Healthy,Gene_367,0.348554
59,Healthy,Gene_482,0.816486
59,Healthy,Gene_521,0.165403
59,Healthy,Gene_588,0.224728
59,Healthy,Gene_607,0.402081
59,Healthy,Gene_646,0.03444
59,Healthy,Gene_650,0.503798
59,Healthy,Gene_781,0.434209
59,Healthy,Gene_816,0.573422
59,Healthy,Gene_818,0.774965
59,Healthy,Gene_84,0.215114
59,Healthy,Gene_850,0.004996
59,Healthy,Gene_916,0.508148
59,Healthy,Gene_969,0.311141
60,ALL,Gene_149,0.749509
60,ALL,Gene_187,0.492833
60,ALL,Gene_244,0.547666
60,ALL,Gene_285,0.716056
60,ALL,Gene_354,0.338597
60,ALL,Gene_366,0.94646
60,ALL,Gene_367,0.414484
60,ALL,Gene_482,0.819194
60,ALL,Gene_521,0.078056
60,ALL,Gene_588,0.411202
60,ALL,Gene_607,0.893643
60,ALL,Gene_646,0.315389
60,ALL,Gene_650,0.187826
60,ALL,Gene_781,0.928011
60,ALL,Gene_816,0.065049
60,ALL,Gene_818,0.192032
60,ALL,Gene_84,0.286705
60,ALL,Gene_850,0.526876
60,ALL,Gene_916,0.397972
60,ALL,Gene_969,0.346395
61,ALL,Gene_149,0.623759
61,ALL,Gene_187,0.874234
61,ALL,Gene_244,0.731984
61,ALL,Gene_285,0.452087
61,ALL,Gene_354,0.85069
61,ALL,Gene_366,0.835411
61,ALL,Gene_367,0.120776
61,ALL,Gene_482,0.530222
61,ALL,Gene_521,0.386823
61,ALL,Gene_588,0.06176
61,ALL,Gene_607,0.553089
61,ALL,Gene_646,0.069377
61,ALL,Gene_650,0.393997
61,ALL,Gene_781,0.406942
61,ALL,Gene_816,0.571741
61,ALL,Gene_818,0.145562
61,ALL,Gene_84,0.15411
61,ALL,Gene_850,0.739822
61,ALL,Gene_916,0.146854
61,ALL,Gene_969,0.105656
62,ALL,Gene_149,0.637012
62,ALL,Gene_187,0.07436
62,ALL,Gene_244,0.695302
62,ALL,Gene_285,0.378701
62,ALL,Gene_354,0.051377
62,ALL,Gene_366,0.965045
62,ALL,Gene_367,0.35126
62,ALL,Gene_482,0.383305
62,ALL,Gene_521,0.687323
62,ALL,Gene_588,0.494403
62,ALL,Gene_607,0.490476
62,ALL,Gene_646,0.764969
62,ALL,Gene_650,0.950551
62,ALL,Gene_781,0.782866
62,ALL,Gene_816,0.927579
62,ALL,Gene_818,0.082152
62,ALL,Gene_84,0.211448
62,ALL,Gene_850,0.368637
62,ALL,Gene_916,0.618427
62,ALL,Gene_969,0.995044
63,AML,Gene_149,0.331767
63,AML,Gene_187,0.23832
63,AML,Gene_244,0.742108
63,AML,Gene_285,0.038205
63,AML,Gene_354,0.729093
63,AML,Gene_366,0.148122
63,AML,Gene_367,1.0
63,AML,Gene_482,0.524486
63,AML,Gene_521,0.224769
63,AML,Gene_588,0.629841
63,AML,Gene_607,0.222282
63,AML,Gene_646,0.917705
63,AML,Gene_650,0.072957
63,AML,Gene_781,0.547538
63,AML,Gene_816,0.239464
63,AML,Gene_818,0.781372
63,AML,Gene_84,0.180248
63,AML,Gene_850,0.485171
63,AML,Gene_916,0.66279
63,AML,Gene_969,0.077101
64,Healthy,Gene_149,0.575424
64,Healthy,Gene_187,0.770398
64,Healthy,Gene_244,0.495183
64,Healthy,Gene_285,0.721477
64,Healthy,Gene_354,0.45156
64,Healthy,Gene_366,0.52338
64,Healthy,Gene_367,0.414075
64,Healthy,Gene_482,0.674527
64,Healthy,Gene_521,0.903229
64,Healthy,Gene_588,0.122182
64,Healthy,Gene_607,0.708373
64,Healthy,Gene_646,0.313839
64,Healthy,Gene_650,0.008221
64,Healthy,Gene_781,0.464208
64,Healthy,Gene_816,0.94328
64,Healthy,Gene_818,0.232376
64,Healthy,Gene_84,0.524086
64,Healthy,Gene_850,0.756366
64,Healthy,Gene_916,0.447571
64,Healthy,Gene_969,0.886618
65,ALL,Gene_149,0.771488
65,ALL,Gene_187,0.03987
65,ALL,Gene_244,0.364359
65,ALL,Gene_285,0.714241
65,ALL,Gene_354,0.177147
65,ALL,Gene_366,0.446535
65,ALL,Gene_367,0.285095
65,ALL,Gene_482,0.922567
65,ALL,Gene_521,0.89638
65,ALL,Gene_588,0.030208
65,ALL,Gene_607,0.385046
65,ALL,Gene_646,0.97147
65,ALL,Gene_650,0.193599
65,ALL,Gene_781,0.609496
65,ALL,Gene_816,0.949543
65,ALL,Gene_818,0.24699
65,ALL,Gene_84,0.881982
65,ALL,Gene_850,0.558578
65,ALL,Gene_916,0.890383
65,ALL,Gene_969,0.080626
66,ALL,Gene_149,0.888182
66,ALL,Gene_187,0.750353
66,ALL,Gene_244,0.776592
66,ALL,Gene_285,0.905481
66,ALL,Gene_354,0.307244
66,ALL,Gene_366,0.859076
66,ALL,Gene_367,0.112287
66,ALL,Gene_482,0.21224
66,ALL,Gene_521,0.97344
66,ALL,Gene_588,0.006195
66,ALL,Gene_607,0.242949
66,ALL,Gene_646,0.397971
66,ALL,Gene_650,0.188544
66,ALL,Gene_781,0.830349
66,ALL,Gene_816,0.395293
66,ALL,Gene_818,0.270564
66,ALL,Gene_84,0.486396
66,ALL,Gene_850,0.062988
66,ALL,Gene_916,0.85713
66,ALL,Gene_969,0.498791
67,AML,Gene_149,0.34303
67,AML,Gene_187,0.518528
67,AML,Gene_244,0.524315
67,AML,Gene_285,0.594496
67,AML,Gene_354,0.572154
67,AML,Gene_366,0.413007
67,AML,Gene_367,0.730365
67,AML,Gene_482,0.18517
67,AML,Gene_521,0.139108
67,AML,Gene_588,0.012728
67,AML,Gene_607,0.761801
67,AML,Gene_646,0.511394
67,AML,Gene_650,0.951832
67,AML,Gene_781,0.570744
67,AML,Gene_816,0.486961
67,AML,Gene_818,0.847249
67,AML,Gene_84,0.850833
67,AML,Gene_850,0.498947
67,AML,Gene_916,0.956899
67,AML,Gene_969,0.037828
68,AML,Gene_149,0.002217
68,AML,Gene_187,0.715901
68,AML,Gene_244,0.208781
68,AML,Gene_285,0.641041
68,AML,Gene_354,0.803589
68,AML,Gene_366,0.986239
68,AML,Gene_367,0.015825
68,AML,Gene_482,0.593702
68,AML,Gene_521,0.333965
68,AML,Gene_588,0.40122
68,AML,Gene_607,0.81776
68,AML,Gene_646,0.861457
68,AML,Gene_650,0.175744
68,AML,Gene_781,0.186221
68,AML,Gene_816,0.184619
68,AML,Gene_818,0.117847
68,AML,Gene_84,0.760995
68,AML,Gene_850,0.721097
68,AML,Gene_916,0.663887
68,AML,Gene_969,0.260419
69,Healthy,Gene_149,0.858097
69,Healthy,Gene_187,0.097634
69,Healthy,Gene_244,0.034312
69,Healthy,Gene_285,0.459865
69,Healthy,Gene_354,0.938256
69,Healthy,Gene_366,0.488745
69,Healthy,Gene_367,0.458282
69,Healthy,Gene_482,0.037819
69,Healthy,Gene_521,0.424442
69,Healthy,Gene_588,0.86019
69,Healthy,Gene_607,0.989903
69,Healthy,Gene_646,0.730983
69,Healthy,Gene_650,0.416894
69,Healthy,Gene_781,0.038272
69,Healthy,Gene_816,0.175531
69,Healthy,Gene_818,0.014867
69,Healthy,Gene_84,0.707887
69,Healthy,Gene_850,0.231501
69,Healthy,Gene_916,0.658916
69,Healthy,Gene_969,0.069336
70,AML,Gene_149,0.693669
70,AML,Gene_187,0.130941
70,AML,Gene_244,0.431863
70,AML,Gene_285,0.449578
70,AML,Gene_354,0.014212
70,AML,Gene_366,0.037801
70,AML,Gene_367,0.532274
70,AML,Gene_482,0.649167
70,AML,Gene_521,0.797292
70,AML,Gene_588,0.611975
70,AML,Gene_607,0.776977
70,AML,Gene_646,0.005694
70,AML,Gene_650,0.799296
70,AML,Gene_781,0.188656
70,AML,Gene_816,0.835435
70,AML,Gene_818,0.579281
70,AML,Gene_84,0.217617
70,AML,Gene_850,0.39239
70,AML,Gene_916,0.410762
70,AML,Gene_969,0.932453
71,Healthy,Gene_149,0.37376
71,Healthy,Gene_187,0.210394
71,Healthy,Gene_244,0.019705
71,Healthy,Gene_285,0.700371
71,Healthy,Gene_354,0.643891
71,Healthy,Gene_366,0.841422
71,Healthy,Gene_367,0.357149
71,Healthy,Gene_482,0.270411
71,Healthy,Gene_521,0.299734
71,Healthy,Gene_588,0.224037
71,Healthy,Gene_607,0.682743
71,Healthy,Gene_646,0.854421
71,Healthy,Gene_650,0.760641
71,Healthy,Gene_781,0.176487
71,Healthy,Gene_816,0.517654
71,Healthy,Gene_818,0.52666
71,Healthy,Gene_84,0.206403
71,Healthy,Gene_850,0.691732
71,Healthy,Gene_916,0.550684
71,Healthy,Gene_969,0.867592
72,AML,Gene_149,0.543263
72,AML,Gene_187,0.602556
72,AML,Gene_244,0.586653
72,AML,Gene_285,0.556724
72,AML,Gene_354,0.887884
72,AML,Gene_366,0.25401
72,AML,Gene_367,0.583908
72,AML,Gene_482,0.908655
72,AML,Gene_521,0.210097
72,AML,Gene_588,0.4367
72,AML,Gene_607,0.066226
72,AML,Gene_646,0.106967
72,AML,Gene_650,0.485853
72,AML,Gene_781,0.046026
72,AML,Gene_816,0.935958
72,AML,Gene_818,0.937246
72,AML,Gene_84,0.164874
72,AML,Gene_850,0.848396
72,AML,Gene_916,0.558558
72,AML,Gene_969,0.788991
73,ALL,Gene_149,0.744793
73,ALL,Gene_187,0.305847
73,ALL,Gene_244,0.123468
73,ALL,Gene_285,0.414631
73,ALL,Gene_354,0.062594
73,ALL,Gene_366,0.926148
73,ALL,Gene_367,0.496128
73,ALL,Gene_482,0.023232
73,ALL,Gene_521,0.473432
73,ALL,Gene_588,0.904248
73,ALL,Gene_607,0.103632
73,ALL,Gene_646,0.466067
73,ALL,Gene_650,0.045217
73,ALL,Gene_781,0.473382
73,ALL,Gene_816,0.203097
73,ALL,Gene_818,0.638359
73,ALL,Gene_84,0.682269
73,ALL,Gene_850,0.746289
73,ALL,Gene_916,0.026046
73,ALL,Gene_969,0.84027
74,Healthy,Gene_149,0.573672
74,Healthy,Gene_187,0.936753
74,Healthy,Gene_244,0.152256
74,Healthy,Gene_285,0.005799
74,Healthy,Gene_354,0.718207
74,Healthy,Gene_366,0.41635
74,Healthy,Gene_367,0.652301
74,Healthy,Gene_482,0.834627
74,Healthy,Gene_521,0.749524
74,Healthy,Gene_588,0.422739
74,Healthy,Gene_607,0.051118
74,Healthy,Gene_646,0.568663
74,Healthy,Gene_650,0.533042
74,Healthy,Gene_781,0.092497
74,Healthy,Gene_816,0.030831
74,Healthy,Gene_818,0.534939
74,Healthy,Gene_84,0.726499
74,Healthy,Gene_850,0.131644
74,Healthy,Gene_916,0.734752
74,Healthy,Gene_969,0.40915
75,ALL,Gene_149,0.597095
75,ALL,Gene_187,0.553029
75,ALL,Gene_244,0.642882
75,ALL,Gene_285,0.191116
75,ALL,Gene_354,0.403927
75,ALL,Gene_366,0.443015
75,ALL,Gene_367,0.723316
75,ALL,Gene_482,0.018247
75,ALL,Gene_521,0.767903
75,ALL,Gene_588,0.308772
75,ALL,Gene_607,0.444253
75,ALL,Gene_646,0.522445
75,ALL,Gene_650,0.106579
75,ALL,Gene_781,0.040516
75,ALL,Gene_816,0.85862
75,ALL,Gene_818,0.887791
75,ALL,Gene_84,0.296021
75,ALL,Gene_850,0.133562
75,ALL,Gene_916,0.589829
75,ALL,Gene_969,0.597784
76,AML,Gene_149,0.438693
76,AML,Gene_187,0.458044
76,AML,Gene_244,0.872234
76,AML,Gene_285,0.843618
76,AML,Gene_354,0.784722
76,AML,Gene_366,0.847381
76,AML,Gene_367,0.221056
76,AML,Gene_482,0.173293
76,AML,Gene_521,0.069924
76,AML,Gene_588,0.502206
76,AML,Gene_607,0.658007
76,AML,Gene_646,0.803527
76,AML,Gene_650,0.974574
76,AML,Gene_781,0.706734
76,AML,Gene_816,0.577679
76,AML,Gene_818,0.959077
76,AML,Gene_84,0.382531
76,AML,Gene_850,0.931597
76,AML,Gene_916,0.238459
76,AML,Gene_969,0.912798
77,AML,Gene_149,0.530705
77,AML,Gene_187,0.929694
77,AML,Gene_244,0.608097
77,AML,Gene_285,0.237365
77,AML,Gene_354,0.441938
77,AML,Gene_366,0.973509
77,AML,Gene_367,0.14904
77,AML,Gene_482,0.039122
77,AML,Gene_521,0.422715
77,AML,Gene_588,0.457545
77,AML,Gene_607,0.622603
77,AML,Gene_646,0.309345
77,AML,Gene_650,0.215385
77,AML,Gene_781,0.120524
77,AML,Gene_816,0.447246
77,AML,Gene_818,0.535669
77,AML,Gene_84,0.382632
77,AML,Gene_850,0.816838
77,AML,Gene_916,0.192131
77,AML,Gene_969,0.935472
78,Healthy,Gene_149,0.192433
78,Healthy,Gene_187,0.426916
78,Healthy,Gene_244,0.618433
78,Healthy,Gene_285,0.277563
78,Healthy,Gene_354,0.473796
78,Healthy,Gene_366,0.522788
78,Healthy,Gene_367,0.50442
78,Healthy,Gene_482,0.039273
78,Healthy,Gene_521,0.136882
78,Healthy,Gene_588,0.133617
78,Healthy,Gene_607,0.445873
78,Healthy,Gene_646,0.574709
78,Healthy,Gene_650,0.232566
78,Healthy,Gene_781,0.309664
78,Healthy,Gene_816,0.491624
78,Healthy,Gene_818,0.960197
78,Healthy,Gene_84,0.586479
78,Healthy,Gene_850,0.584136
78,Healthy,Gene_916,0.482638
78,Healthy,Gene_969,0.139189
79,AML,Gene_149,0.285895
79,AML,Gene_187,0.638935
79,AML,Gene_244,0.366242
79,AML,Gene_285,0.883085
79,AML,Gene_354,0.376089
79,AML,Gene_366,0.620061
79,AML,Gene_367,0.708518
79,AML,Gene_482,0.203824
79,AML,Gene_521,0.359377
79,AML,Gene_588,0.696048
79,AML,Gene_607,0.811393
79,AML,Gene_646,0.55125
79,AML,Gene_650,0.938854
79,AML,Gene_781,0.510215
79,AML,Gene_816,0.90548
79,AML,Gene_818,0.511477
79,AML,Gene_84,0.154867
79,AML,Gene_850,0.438727
79,AML,Gene_916,0.973061
79,AML,Gene_969,0.643037
80,Healthy,Gene_149,0.588088
80,Healthy,Gene_187,0.826362
80,Healthy,Gene_244,0.872407
80,Healthy,Gene_285,0.402787
80,Healthy,Gene_354,0.486612
80,Healthy,Gene_366,0.781323
80,Healthy,Gene_367,0.694111
80,Healthy,Gene_482,0.352499
80,Healthy,Gene_521,0.377116
80,Healthy,Gene_588,0.533709
80,Healthy,Gene_607,0.520821
80,Healthy,Gene_646,0.97962
80,Healthy,Gene_650,0.159608
80,Healthy,Gene_781,0.767012
80,Healthy,Gene_816,0.932763
80,Healthy,Gene_818,0.807812
80,Healthy,Gene_84,0.244179
80,Healthy,Gene_850,0.366852
80,Healthy,Gene_916,0.97237
80,Healthy,Gene_969,0.624972
81,AML,Gene_149,0.592827
81,AML,Gene_187,0.565346
81,AML,Gene_244,0.915035
81,AML,Gene_285,0.280283
81,AML,Gene_354,0.394058
81,AML,Gene_366,0.734974
81,AML,Gene_367,0.764298
81,AML,Gene_482,0.646996
81,AML,Gene_521,0.989687
81,AML,Gene_588,0.719323
81,AML,Gene_607,0.628487
81,AML,Gene_646,0.521004
81,AML,Gene_650,0.759239
81,AML,Gene_781,0.540292
81,AML,Gene_816,0.402188
81,AML,Gene_818,0.173441
81,AML,Gene_84,0.658698
81,AML,Gene_850,0.701173
81,AML,Gene_916,0.050731
81,AML,Gene_969,0.518514
82,ALL,Gene_149,0.627996
82,ALL,Gene_187,0.296973
82,ALL,Gene_244,0.574405
82,ALL,Gene_285,0.858716
82,ALL,Gene_354,0.118814
82,ALL,Gene_366,0.606807
82,ALL,Gene_367,0.262579
82,ALL,Gene_482,0.012326
82,ALL,Gene_521,0.186347
82,ALL,Gene_588,0.978854
82,ALL,Gene_607,0.715717
82,ALL,Gene_646,0.05953
82,ALL,Gene_650,0.275176
82,ALL,Gene_781,0.979331
82,ALL,Gene_816,0.15252
82,ALL,Gene_818,0.788831
82,ALL,Gene_84,0.981068
82,ALL,Gene_850,0.141898
82,ALL,Gene_916,0.047861
82,ALL,Gene_969,0.456451
83,AML,Gene_149,0.953216
83,AML,Gene_187,0.732856
83,AML,Gene_244,0.137642
83,AML,Gene_285,0.257892
83,AML,Gene_354,0.884332
83,AML,Gene_366,0.804053
83,AML,Gene_367,0.932707
83,AML,Gene_482,0.016231
83,AML,Gene_521,0.019045
83,AML,Gene_588,0.139866
83,AML,Gene_607,0.231754
